"id","performer","song","genre","track_duration","track_explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
32850,"The Temptations","Papa Was A Rollin' Stone","['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",419640,FALSE,0.817,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467,4
32494,"Otis Redding","Papa's Got A Brand New Bag","['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",149973,FALSE,0.75,0.756,10,-10.419,0,0.0802,0.14,0.00096,0.36,0.96,131.46,4
71516,"Xzibit","Paparazzi","['detroit hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']",236306,FALSE,0.675,0.642,8,-10.237,0,0.351,0.856,0.0164,0.176,0.568,92.397,4
36931,"John Mellencamp","Paper In Fire","['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",231200,FALSE,0.623,0.889,4,-4.741,1,0.0432,0.00139,0.000403,0.0586,0.579,141.992,4
61054,"Sue Thompson","Paper Tiger","['adult standards', 'brill building pop', 'deep adult standards', 'rock-and-roll']",144306,FALSE,0.723,0.74,2,-9.127,1,0.028,0.683,0.000338,0.105,0.853,133.958,4
26018,"Ann Peebles","Part Time Love","['classic soul', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']",174973,FALSE,0.777,0.457,0,-11.894,1,0.0333,0.0621,0.000265,0.137,0.854,99.646,4
42127,"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes","Party Ain't A Party","['hip pop', 'lgbtq+ hip hop']",250200,TRUE,0.559,0.804,6,-6.429,0,0.226,0.0323,0,0.549,0.56,93.242,4
88,"Eddie Murphy","Party All The Time","['comedy']",253293,FALSE,0.699,0.696,11,-13.045,1,0.0458,0.0098,0.000345,0.0427,0.673,135.027,4
38470,"Bernadette Carroll","Party Girl","[]",139440,FALSE,0.502,0.756,9,-9.727,1,0.0531,0.829,0.188,0.0846,0.769,123.343,4
42843,"Mac Miller","Party On Fifth Ave.","['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",173516,TRUE,0.594,0.823,9,-5.21,1,0.332,0.0635,0,0.095,0.663,97.101,4
97748,"B.J. Thomas","Pass The Apple Eve","['adult standards', 'brill building pop', 'bubblegum pop', 'classic country pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",144560,FALSE,0.594,0.425,2,-13.805,1,0.0296,0.454,0,0.568,0.911,129.069,4
86921,"K5","Passion","[]",246012,FALSE,0.726,0.667,8,-7.576,1,0.058,0.136,0.858,0.0768,0.584,127.004,4
48730,"Frankie Valli & The 4 Seasons","Patch Of Blue","['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",185013,FALSE,0.498,0.727,10,-7.511,1,0.0409,0.264,0,0.0477,0.733,115.379,4
3158,"Clarence Carter","Patches","['classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",193826,FALSE,0.639,0.544,4,-12.843,1,0.141,0.617,0,0.479,0.793,80.844,4
2463,"Perez Prado And His Orchestra","Patricia","['mambo', 'space age pop']",140000,FALSE,0.699,0.715,1,-5.976,1,0.0391,0.18,0.415,0.0704,0.81,137.373,4
43174,"Jack Scott","Patsy","['brill building pop', 'deep adult standards', 'rock-and-roll', 'rockabilly']",149626,FALSE,0.643,0.64,0,-10.396,1,0.0495,0.665,0,0.308,0.756,110.928,4
58754,"Freddy Cannon","Patty Baby","['brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",124560,FALSE,0.538,0.911,0,-6.145,1,0.0833,0.693,3.32e-05,0.0914,0.739,143.916,4
32697,"Eddie Money","Peace In Our Time","['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",300560,FALSE,0.617,0.801,11,-7.333,1,0.0624,0.366,0,0.141,0.402,122.03,4
85340,"Paul Revere & The Raiders Featuring Mark Lindsay","Peace Of Mind","['deep new americana', 'indie folk', 'maine indie', 'new americana', 'new england americana', 'stomp and holler']",147333,FALSE,0.589,0.907,6,-8.492,0,0.0284,0.0244,0.000671,0.117,0.914,96.711,4
64770,"Melanie","Peace Will Come (According To Plan)","['pop']",199026,FALSE,0.37,0.295,8,-7.307,1,0.0278,0.567,1.91e-06,0.146,0.269,132.453,4
15941,"The McGuire Sisters","Peace","['adult standards', 'deep adult standards', 'doo-wop', 'vocal harmony group']",163226,FALSE,0.296,0.196,10,-13.655,1,0.0269,0.832,0,0.192,0.265,88.211,4
74480,"Tommy Roe","Pearl","['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']",176000,FALSE,0.461,0.521,9,-10.265,1,0.0289,0.0288,0.00172,0.0963,0.771,166.237,4
6985,"The Beach Boys","Peggy Sue","['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",136466,FALSE,0.646,0.768,2,-7.567,1,0.0303,0.168,1.05e-05,0.0906,0.963,126.515,4
73055,"The Pyramids","Penetration","['surf music']",122866,FALSE,0.61,0.559,0,-10.073,0,0.0351,0.0611,0.823,0.232,0.945,88.375,4
4093,"Timmy Thomas","People Are Changin'","['classic soul']",227266,FALSE,0.961,0.537,5,-9.668,0,0.0861,0.296,0.698,0.109,0.766,108.826,4
51741,"10cc","People In Love","['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock', 'yacht rock']",225546,FALSE,0.492,0.369,0,-13.376,1,0.0309,0.17,0.000598,0.112,0.461,117.576,4
44651,"Kelly Clarkson","People Like Us","['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",258906,FALSE,0.6,0.787,6,-5.163,1,0.0366,0.043,0,0.358,0.608,127.977,4
23299,"The Peppers","Pepper Box","[]",147226,FALSE,0.6,0.757,11,-7.205,1,0.0399,0.106,0.000154,0.0809,0.375,105.638,4
73604,"Willie Mitchell","Percolatin'","['classic soul', 'funk', 'instrumental soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul']",141253,FALSE,0.889,0.363,5,-9.902,1,0.0454,0.854,0.874,0.106,0.871,127.929,4
98489,"Weezer","Perfect Situation","['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",254333,FALSE,0.47,0.806,6,-4.1,1,0.0328,0.0271,0.000142,0.2,0.403,93.853,4
83954,"Huey Lewis & The News","Perfect World","['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",247000,FALSE,0.769,0.811,0,-5.609,1,0.0303,0.16,0,0.166,0.923,110.749,4
96900,"The Smashing Pumpkins","Perfect","['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",202853,FALSE,0.644,0.912,7,-6.327,1,0.0436,0.00911,0.647,0.449,0.54,114.289,4
31504,"Ariana Grande","Pete Davidson","['dance pop', 'pop', 'post-teen pop']",73813,TRUE,0.652,0.31,4,-10.212,1,0.0509,0.43,1.16e-05,0.182,0.304,119.913,4
26545,"Kelsea Ballerini","Peter Pan","['contemporary country', 'pop']",200040,FALSE,0.514,0.659,1,-6.142,1,0.0309,0.0284,0,0.266,0.463,76.483,4
50419,"Porno For Pyros","Pets","['alternative metal', 'alternative rock', 'funk metal', 'post-grunge']",216733,TRUE,0.578,0.515,11,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879,4
78015,"The Shins","Phantom Limb","['albuquerque indie', 'alternative rock', 'chamber pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'stomp and holler']",287533,FALSE,0.515,0.871,9,-4.113,1,0.0367,0.000585,0,0.0877,0.498,119.869,4
76398,"Nickelback","Photograph","['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",258920,FALSE,0.513,0.877,8,-3.756,1,0.0292,0.000932,0.000163,0.136,0.389,145.919,4
27810,"Domino","Physical Funk","['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",213034,TRUE,0.755,0.621,9,-7.384,1,0.394,0.00965,0,0.0927,0.621,99.453,4
33302,"Home Team","Pick It Up","['anthem emo', 'pop punk']",181826,TRUE,0.91,0.665,8,-8.374,1,0.0975,0.000132,0.515,0.0869,0.284,111.899,4
13752,"The Cure","Pictures Of You","['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']",448466,FALSE,0.484,0.776,9,-6.48,1,0.0312,0.00371,0.109,0.131,0.495,171.935,4
39662,"The Tubes","Piece By Piece","['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'new wave pop', 'power pop', 'soft rock', 'zolo']",265693,FALSE,0.647,0.841,4,-8.128,0,0.049,0.00126,0,0.121,0.871,124.921,4
66613,"Big Brother And The Holding Company","Piece Of My Heart","['classic rock', 'psychedelic rock', 'rock']",253333,FALSE,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,4
92887,"Diana Ross","Pieces Of Ice","['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",297013,FALSE,0.865,0.601,7,-9.718,0,0.0471,0.141,0.0705,0.0808,0.585,132.86,4
88884,"Ashlee Simpson","Pieces Of Me","['dance pop', 'post-teen pop']",217440,FALSE,0.5,0.802,2,-4.205,1,0.104,0.0535,0,0.103,0.739,174.039,4
41521,"Rod Wave","Pills & Billz","['florida rap']",155031,TRUE,0.725,0.548,5,-9.406,1,0.23,0.162,0,0.182,0.696,160.858,4
75479,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Pills And Automobiles","['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",292910,TRUE,0.82,0.696,7,-4.918,0,0.182,0.119,0,0.231,0.617,144.981,4
52321,"The Who","Pinball Wizard","['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",180943,FALSE,0.543,0.715,2,-8.89,1,0.0356,0.0192,0,0.256,0.468,124.011,4
62519,"John Mellencamp","Pink Houses","['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",283666,FALSE,0.635,0.795,7,-5.313,1,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,4
66919,"Domenico Modugno","Piove (Ciao, Ciao Bambina)","['classic italian pop', 'italian pop']",184906,FALSE,0.322,0.437,2,-10.359,1,0.0446,0.891,1.88e-05,0.404,0.269,124.316,4
22559,"Jimmy Beck & His Orchestra","Pipe Dreams","[]",138946,FALSE,0.564,0.697,2,-9.215,1,0.0964,0.781,0.897,0.333,0.569,122.41,4
69113,"Sonny & Cher","Plastic Man","['deep groove house', 'deep house', 'disco house', 'house', 'uk dance']",213040,FALSE,0.452,0.78,8,-9.342,1,0.0642,0.16,2.27e-05,0.332,0.388,136.799,4
95607,"Three Dog Night","Play Something Sweet (Brickyard Blues)","['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",288293,FALSE,0.551,0.656,6,-9.153,0,0.0529,0.16,0,0.0741,0.96,110.804,4
30173,"Kansas","Play The Game Tonight","['album rock', 'art rock', 'bow pop', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",207786,FALSE,0.641,0.631,2,-8.708,0,0.0329,0.202,1.62e-06,0.0674,0.248,118.127,4
11881,"3LW","Playas Gon' Play","['girl group', 'hip pop', 'r&b', 'urban contemporary']",283533,FALSE,0.656,0.724,6,-5.465,0,0.124,0.00395,4.98e-05,0.269,0.62,185.748,4
40156,"Rappin' 4-Tay","Playaz Club","['g funk', 'gangster rap', 'hyphy']",266333,TRUE,0.868,0.372,4,-12.704,0,0.177,0.0103,0.00455,0.076,0.666,99.965,4
21943,"The Marvelettes","Playboy","['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",164840,FALSE,0.866,0.698,0,-5.612,1,0.0549,0.38,0,0.06,0.935,123.843,4
55981,"Junior M.A.F.I.A.","Player's Anthem","['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap']",322226,FALSE,0.788,0.626,0,-8.582,1,0.354,0.262,0,0.0791,0.74,87.96,4
29574,"Clint Holmes","Playground In My Mind","[]",172746,FALSE,0.704,0.681,5,-7.4,1,0.0343,0.431,0,0.11,0.927,125.209,4
81495,"Summer Walker","Playing Games","['alternative r&b', 'pop', 'pop rap']",143226,TRUE,0.726,0.408,11,-6.606,0,0.0614,0.603,0,0.225,0.459,115.918,4
64559,"Charles Brown","Please Come Home For Christmas","['jazz blues', 'piano blues']",170945,FALSE,0.503,0.238,4,-17.378,1,0.0359,0.801,0.000562,0.0816,0.358,180.917,3
46012,"Dave Loggins","Please Come To Boston","['country rock', 'mellow gold', 'soft rock', 'yacht rock']",246080,FALSE,0.563,0.418,4,-8.503,1,0.0287,0.374,0,0.102,0.347,133.493,4
49462,"Ral Donner","Please Don't Go","[]",135183,FALSE,0.532,0.328,4,-14.286,1,0.036,0.941,0.000146,0.372,0.643,101.307,4
11513,"The Beach Boys","Please Let Me Wonder","['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",167266,FALSE,0.54,0.49,10,-8.141,1,0.0305,0.777,0.208,0.104,0.488,116.968,4
80338,"Bobby Vinton","Please Love Me Forever","['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",157533,FALSE,0.455,0.265,6,-11.402,0,0.029,0.615,1.02e-05,0.237,0.278,76.005,4
92020,"Tim McGraw","Please Remember Me","['contemporary country', 'country', 'country road']",296333,FALSE,0.465,0.54,1,-7.097,1,0.0277,0.177,2.82e-06,0.106,0.234,75.88,4
31706,"Johnny Tillotson","Pledging My Love","['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']",151933,FALSE,0.336,0.396,5,-8.953,1,0.0274,0.919,0,0.153,0.459,84.794,3
88661,"Do Or Die (Featuring Twista)","Po Pimp","['chicago rap', 'gangster rap', 'southern hip hop', 'trap']",234826,TRUE,0.81,0.428,0,-14.248,1,0.272,0.0623,0,0.116,0.649,142.075,4
88849,"Nappy Roots Featuring Anthony Hamilton","Po' Folks","['dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop']",255226,FALSE,0.854,0.847,2,-3.03,1,0.258,0.212,0,0.0894,0.651,86.062,4
17856,"Natasha Bedingfield","Pocketful Of Sunshine","['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",202906,FALSE,0.721,0.88,9,-3.896,0,0.0454,0.191,0,0.0769,0.655,110.021,4
54848,"Phoebe Snow","Poetry Man","['folk', 'jazz blues']",278800,FALSE,0.511,0.242,7,-15.735,1,0.0318,0.41,0,0.111,0.596,131.82,4
90498,"Justin Moore","Point At You","['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",180720,FALSE,0.626,0.805,7,-5.81,1,0.0449,0.0126,0,0.156,0.882,116.03,4
24454,"The Coasters","Poison Ivy","['brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",164320,FALSE,0.75,0.586,1,-8.985,1,0.0706,0.381,0,0.142,0.972,137.194,4
34975,"Glee Cast","Poker Face","['glee club', 'hollywood', 'post-teen pop']",219613,FALSE,0.467,0.195,4,-9.281,1,0.0656,0.924,0,0.138,0.288,75.896,4
33651,"Ginuwine","Pony","['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",251733,FALSE,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,4
63503,"Ricky Nelson","Poor Little Fool","['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']",153933,FALSE,0.474,0.338,0,-11.528,1,0.0299,0.648,0,0.13,0.81,154.596,4
66934,"Linda Ronstadt","Poor Poor Pitiful Me","['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']",220800,FALSE,0.712,0.535,1,-8.072,1,0.0295,0.0216,0.000174,0.0702,0.527,128.169,4
62314,"Birdman Featuring Lil Wayne","Pop Bottles","['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",205133,TRUE,0.476,0.823,9,-5.842,1,0.442,0.0633,0,0.624,0.548,149.902,4
40277,"Polo G Featuring Lil Tjay","Pop Out","['chicago rap']",166560,TRUE,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,4
90472,"Polo G Featuring Lil Tjay","Pop Out","['chicago rap']",166560,TRUE,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,4
18917,"Marques Houston Featuring Jermaine ""JD"" Dupri","Pop That Booty","['dance pop', 'deep pop r&b', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",246266,FALSE,0.839,0.625,9,-5.699,1,0.15,0.0752,0,0.26,0.731,95.511,4
76360,"The Isley Brothers","Pop That Thang","['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",172760,FALSE,0.717,0.655,11,-5.818,0,0.125,0.274,0,0.11,0.877,158.636,4
88751,"Captain & Tennille","Por Amor Viviremos","['pop edm']",203773,FALSE,0.591,0.583,4,-10.054,1,0.0415,0.629,2.3e-06,0.365,0.862,129.864,4
60116,"The Monkees","Porpoise Song","['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",160319,FALSE,0.32,0.448,9,-8.786,1,0.0275,0.309,0.35,0.263,0.261,64.426,4
67297,"Drake Featuring Quavo & Travis Scott","Portland","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",236614,TRUE,0.924,0.444,1,-8.227,1,0.243,0.0143,0,0.26,0.314,136.088,4
10327,"Sir Mix-A-Lot","Posse On Broadway","['gangster rap', 'hip hop', 'hip house', 'old school hip hop', 'rap']",304880,TRUE,0.82,0.29,7,-15.163,1,0.493,0.0264,0,0.343,0.525,173.036,4
7434,"Omarion Featuring Chris Brown & Jhene Aiko","Post To Be","['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",226580,TRUE,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,4
59030,"Future","Posted With Demons","['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",189341,TRUE,0.931,0.574,4,-5.695,0,0.381,0.283,0,0.274,0.449,129.967,4
55374,"Aly & AJ","Potential Breakup Song","['dance pop', 'electropop', 'girl group', 'indie poptimism', 'neo mellow', 'pop', 'post-teen pop']",219773,FALSE,0.57,0.886,6,-4.145,0,0.044,0.00112,0.00739,0.594,0.805,158.035,4
46863,"Def Leppard","Pour Some Sugar On Me","['album rock', 'glam metal', 'hard rock', 'nwobhm', 'rock']",267306,FALSE,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,4
81078,"Ariana Grande","pov","['dance pop', 'pop', 'post-teen pop']",201882,FALSE,0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798,4
80478,"Bobby Bland","Poverty","['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",128066,FALSE,0.596,0.525,5,-9.968,1,0.0352,0.715,1.62e-05,0.112,0.906,111.367,4
95271,"Fatboy Slim","Praise You","['big beat']",227973,FALSE,0.621,0.885,1,-6.826,1,0.0473,0.0418,0.492,0.133,0.554,109.727,4
21654,"The Weeknd & Kendrick Lamar","Pray For Me","['canadian contemporary r&b', 'canadian pop', 'pop']",211440,TRUE,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,4
77369,"Jaron And The Long Road To Love","Pray For You","['contemporary country', 'country', 'country road', 'modern country rock']",190240,FALSE,0.498,0.663,10,-5.691,1,0.0421,0.56,0,0.148,0.418,139.926,4
96800,"Rascal Flatts","Prayin' For Daylight","['contemporary country', 'country', 'country road']",215600,FALSE,0.635,0.81,7,-3.086,1,0.0506,0.516,0,0.232,0.721,90.953,4
13407,"George Michael","Praying For Time","['dance rock', 'europop', 'new wave pop', 'soft rock']",280980,FALSE,0.581,0.622,10,-14.878,1,0.0354,0.0471,0.0162,0.0915,0.257,127.814,4
91633,"Wang Chung","Praying To A New God","['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",237106,FALSE,0.591,0.665,4,-11.603,1,0.0335,0.254,1.29e-05,0.21,0.704,164.624,4
18328,"Kesha","Praying","['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",230266,FALSE,0.576,0.39,10,-7.202,1,0.0297,0.491,0,0.111,0.319,73.433,4
80994,"Justin Bieber","Pray","['canadian pop', 'dance pop', 'pop', 'post-teen pop']",212320,FALSE,0.57,0.797,11,-7.674,1,0.0599,0.124,1.13e-06,0.105,0.664,163.969,4
61715,"Bob Welch","Precious Love","['album rock', 'bubblegum pop', 'classic rock', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']",194520,FALSE,0.705,0.876,4,-4.964,1,0.027,0.0166,5.55e-05,0.101,0.96,120.259,4
24912,"Phil Seymour","Precious To Me","['jangle pop', 'power pop', 'pub rock', 'underground power pop']",171160,FALSE,0.698,0.867,11,-5.946,0,0.0278,0.0184,0,0.102,0.956,129.549,4
5743,"Jackie Moore","Precious, Precious","['classic soul', 'disco', 'post-disco', 'southern soul']",203267,FALSE,0.75,0.506,1,-9.97,1,0.0654,0.433,3.33e-06,0.121,0.857,128.042,3
75045,"Eminem","Premonition (Intro)","['detroit hip hop', 'hip hop', 'rap']",173893,TRUE,0.847,0.637,1,-5.193,1,0.367,0.0258,0.000648,0.382,0.511,165.979,4
68653,"Cardi B","Press","['pop', 'pop rap', 'rap']",143791,TRUE,0.888,0.525,1,-5.665,1,0.305,0.029,5.68e-06,0.137,0.243,133.983,4
78172,"Carl Mann","Pretend","['rock-and-roll', 'rockabilly', 'swamp pop']",158973,FALSE,0.577,0.376,7,-17.079,1,0.0402,0.883,2.37e-05,0.268,0.884,88.893,4
77523,"Eric Clapton","Pretending","['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",283280,FALSE,0.602,0.872,9,-6.211,1,0.029,0.168,0.000705,0.0545,0.668,98.452,4
48649,"The Left Banke","Pretty Ballerina","['baroque pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'freakbeat', 'psychedelic rock']",158746,FALSE,0.427,0.6,8,-10.389,1,0.0438,0.912,0.0102,0.154,0.679,115.2,4
19614,"The Offspring","Pretty Fly (For A White Guy)","['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",188666,FALSE,0.722,0.901,11,-3.66,0,0.105,0.112,0,0.0674,0.963,143.401,4
55546,"Britney Spears & Iggy Azalea","Pretty Girls","['dance pop', 'pop', 'post-teen pop']",163960,FALSE,0.834,0.831,7,-6.061,0,0.0745,0.00799,0,0.217,0.788,103.009,4
29154,"Melissa Manchester","Pretty Girls","['adult standards', 'bubblegum pop', 'mellow gold', 'soft rock', 'yacht rock']",233080,FALSE,0.687,0.918,1,-4.767,1,0.0498,0.171,0.000586,0.33,0.859,122.725,4
46282,"Curtis Lee","Pretty Little Angel Eyes","['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",153666,FALSE,0.644,0.533,4,-11.606,1,0.0566,0.322,0,0.0781,0.79,112.16,4
74233,"6LACK Featuring J. Cole","Pretty Little Fears","['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",240341,TRUE,0.611,0.466,9,-11.361,1,0.372,0.711,0.000264,0.0847,0.223,192.08,4
89593,"Roy Orbison","Pretty Paper","['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']",164226,FALSE,0.416,0.215,7,-14.001,1,0.0291,0.806,0,0.387,0.413,80.363,3
62351,"INXS","Pretty Vegas","['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",205413,FALSE,0.624,0.922,5,-4.536,0,0.0604,0.00121,2.46e-05,0.0785,0.676,141.968,4
990,"Sergio Mendes & Brasil '66","Pretty World","['bossa nova', 'brazilian jazz', 'samba']",197333,FALSE,0.626,0.456,5,-14.583,1,0.0323,0.634,0,0.544,0.887,121.55,4
75427,"Steely Dan","Pretzel Logic","['album rock', 'art rock', 'blues rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",270533,FALSE,0.48,0.472,7,-11.715,1,0.0631,0.576,0.0102,0.218,0.647,144.142,3
8962,"NAV Featuring The Weeknd","Price On My Head","['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",217775,TRUE,0.768,0.574,6,-6.104,0,0.136,0.384,1.65e-05,0.336,0.278,74.949,4
10575,"John Cafferty & The Beaver Brown Band","Pride & Passion","['heartland rock']",210133,FALSE,0.608,0.956,9,-5.083,1,0.0533,0.413,0.0986,0.309,0.707,147.778,4
47389,"The Alan Parsons Project","Prime Time","['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",303346,FALSE,0.798,0.633,2,-11.65,1,0.0355,0.0956,0.00027,0.0694,0.81,122.376,4
88786,"Mondo Rock","Primitive Love Rites","['australian alternative rock', 'australian pop', 'australian rock']",290471,FALSE,0.486,0.962,7,-3.55,1,0.141,0.0024,0.00823,0.125,0.711,173.237,4
42616,"The Weeknd Featuring Lana Del Rey","Prisoner","['canadian contemporary r&b', 'canadian pop', 'pop']",274960,TRUE,0.55,0.404,0,-12.755,0,0.0398,0.441,0.00022,0.11,0.329,135.016,4
91289,"Mark Lindsay","Problem Child","['bubblegum pop']",155226,FALSE,0.31,0.558,5,-9.366,1,0.0472,0.47,0.00182,0.208,0.474,174.195,4
29060,"Lil Wayne Featuring Shanell AKA SNL","Prom Queen","['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",217400,TRUE,0.509,0.865,7,-4.762,1,0.0687,3.39e-05,2.56e-05,0.187,0.442,144.107,4
99585,"Naked Eyes","Promises, Promises","['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",225840,FALSE,0.746,0.895,5,-5.38,1,0.0657,0.102,0.00022,0.0594,0.746,115.691,4
